match_id,gender,season,date,event,match_type,venue,city,toss_winner,toss_decision,player_of_match,target_runs,winner,winner_wickets,winner_runs
756753,male,2014/15,2014/12/29,Big Bash League,T20,Sydney Cricket Ground,,Perth Scorchers,bat,AJ Tye,136,Perth Scorchers,,36
756755,male,2014/15,2014/12/30,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Renegades,field,JL Pattinson,115,Melbourne Renegades,8,
756757,male,2014/15,2014/12/31,Big Bash League,T20,Adelaide Oval,,Hobart Hurricanes,bat,TP Ludeman,137,Adelaide Strikers,8,
756759,male,2014/15,2015/01/01,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Sydney Thunder,bat,JH Kallis,180,Sydney Thunder,,20
756761,male,2014/15,2015/01/02,Big Bash League,T20,Bellerive Oval,Hobart,Hobart Hurricanes,field,TD Paine,209,Hobart Hurricanes,6,
756763,male,2014/15,2015/01/03,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Renegades,field,MA Beer,170,Melbourne Stars,,112
756765,male,2014/15,2015/01/04,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Adelaide Strikers,field,TM Head,153,Adelaide Strikers,5,
756767,male,2014/15,2015/01/05,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,field,JP Faulkner,151,,,
756769,male,2014/15,2015/01/06,Big Bash League,T20,Adelaide Oval,,Adelaide Strikers,field,GB Hogg,134,Perth Scorchers,,18
756773,male,2014/15,2015/01/08,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Brisbane Heat,bat,MA Carberry,135,Perth Scorchers,8,
756775,male,2014/15,2015/01/22,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,field,JC Silk,155,Sydney Sixers,4,
756777,male,2014/15,2015/01/10,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Renegades,bat,GJ Maxwell,154,Melbourne Stars,3,
756779,male,2014/15,2015/01/11,Big Bash League,T20,Bellerive Oval,Hobart,Perth Scorchers,bat,JP Behrendorff,142,Perth Scorchers,,18
756781,male,2014/15,2015/01/11,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Sydney Sixers,field,DE Bollinger,148,Sydney Sixers,6,
756783,male,2014/15,2015/01/12,Big Bash League,T20,Adelaide Oval,,Sydney Thunder,field,,120,,,
756785,male,2014/15,2015/01/13,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Renegades,field,Shakib Al Hasan,81,Melbourne Renegades,5,
756787,male,2014/15,2015/01/14,Big Bash League,T20,Sydney Cricket Ground,,Adelaide Strikers,bat,J Botha,183,Adelaide Strikers,,23
756789,male,2014/15,2015/01/07,Big Bash League,T20,Bellerive Oval,Hobart,Hobart Hurricanes,field,BA Stokes,164,Melbourne Renegades,,37
756791,male,2014/15,2015/01/17,Big Bash League,T20,Sydney Showground Stadium,,Melbourne Stars,field,KP Pietersen,107,Melbourne Stars,8,
756793,male,2014/15,2015/01/19,Big Bash League,T20,Docklands Stadium,Melbourne,Adelaide Strikers,bat,TM Head,167,Adelaide Strikers,,22
756795,male,2014/15,2015/01/21,Big Bash League,T20,Melbourne Cricket Ground,,Perth Scorchers,bat,PSP Handscomb,180,Melbourne Stars,3,
756797,male,2014/15,2015/01/15,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Hobart Hurricanes,field,CA Lynn,199,Brisbane Heat,,18
756799,male,2014/15,2015/01/24,Big Bash League,T20,Adelaide Oval,,Sydney Sixers,bat,NJ Maddinson,182,Sydney Sixers,,87
756801,male,2014/15,2015/01/25,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,AJ Tye,145,Perth Scorchers,,18
756803,male,2014/15,2015/01/28,Big Bash League,T20,Manuka Oval,Canberra,Sydney Sixers,bat,SE Marsh,148,Perth Scorchers,4,
897697,male,2015/16,2015/12/18,Big Bash League,T20,Adelaide Oval,,Melbourne Stars,field,AI Ross,188,Adelaide Strikers,,19
897699,male,2015/16,2015/12/19,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Brisbane Heat,bat,AJ Finch,181,Melbourne Renegades,7,
897701,male,2015/16,2015/12/20,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,bat,BJ Haddin,187,Sydney Sixers,,95
897705,male,2015/16,2015/12/21,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,AU Rashid,152,Adelaide Strikers,4,
897707,male,2015/16,2015/12/22,Big Bash League,T20,Bellerive Oval,Hobart,Hobart Hurricanes,bat,TD Paine,185,Hobart Hurricanes,,20
897709,male,2015/16,2015/12/23,Big Bash League,T20,Docklands Stadium,Melbourne,Sydney Sixers,field,MJ Lumb,173,Sydney Sixers,3,
897711,male,2015/16,2015/12/26,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Brisbane Heat,bat,DJ Willey,118,Perth Scorchers,9,
897713,male,2015/16,2015/12/27,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,bat,GJ Maxwell,140,Melbourne Stars,5,
897715,male,2015/16,2015/12/28,Big Bash League,T20,Sydney Showground Stadium,,Adelaide Strikers,bat,JH Kallis,118,Sydney Thunder,7,
897717,male,2015/16,2015/12/29,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Hobart Hurricanes,bat,CA Lynn,195,Hobart Hurricanes,,15
897719,male,2015/16,2015/12/30,Big Bash League,T20,Docklands Stadium,Melbourne,Perth Scorchers,field,M Klinger,171,Perth Scorchers,10,
897721,male,2015/16,2015/12/31,Big Bash League,T20,Adelaide Oval,,Adelaide Strikers,field,TM Head,177,Adelaide Strikers,5,
897723,male,2015/16,2016/01/01,Big Bash League,T20,Bellerive Oval,Hobart,Sydney Thunder,field,SW Tait,164,Hobart Hurricanes,,11
897725,male,2015/16,2016/01/02,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,field,LJ Wright,162,Melbourne Stars,7,
897727,male,2015/16,2016/01/02,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Sydney Sixers,bat,DJ Willey,113,Perth Scorchers,9,
897729,male,2015/16,2016/01/03,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Brisbane Heat,field,CA Lynn,187,Brisbane Heat,6,
897731,male,2015/16,2016/01/04,Big Bash League,T20,Bellerive Oval,Hobart,Melbourne Renegades,field,CP Tremain,141,Melbourne Renegades,5,
897733,male,2015/16,2016/01/05,Big Bash League,T20,Adelaide Oval,,Adelaide Strikers,bat,TM Head,175,Adelaide Strikers,,36
897735,male,2015/16,2016/01/06,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,field,GJ Maxwell,125,Melbourne Stars,8,
897737,male,2015/16,2016/01/07,Big Bash League,T20,Sydney Showground Stadium,,Sydney Thunder,field,CT Bancroft,176,Perth Scorchers,,30
897739,male,2015/16,2016/01/08,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Adelaide Strikers,field,DPMD Jayawardene,176,Adelaide Strikers,8,
897741,male,2015/16,2016/01/09,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Stars,field,MP Stoinis,156,Melbourne Stars,8,
897743,male,2015/16,2016/01/10,Big Bash League,T20,Bellerive Oval,Hobart,Perth Scorchers,bat,MA Carberry,174,Perth Scorchers,,1
897745,male,2015/16,2016/01/10,Big Bash League,T20,Sydney Cricket Ground,,Brisbane Heat,bat,JA Burns,163,Brisbane Heat,,6
897747,male,2015/16,2016/01/11,Big Bash League,T20,Sydney Showground Stadium,,Sydney Thunder,bat,CL White,174,Melbourne Renegades,5,
897749,male,2015/16,2016/01/13,Big Bash League,T20,Adelaide Oval,,Hobart Hurricanes,bat,AU Rashid,144,Adelaide Strikers,6,
897751,male,2015/16,2016/01/14,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,field,S Badree,189,Brisbane Heat,,56
897753,male,2015/16,2016/01/16,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,field,SR Watson,203,Sydney Thunder,,46
897757,male,2015/16,2016/01/18,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Renegades,field,TM Head,171,Adelaide Strikers,,27
897759,male,2015/16,2016/01/21,Big Bash League,T20,Adelaide Oval,,Adelaide Strikers,bat,UT Khawaja,160,Sydney Thunder,8,
897761,male,2015/16,2016/01/22,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,field,KP Pietersen,140,Melbourne Stars,7,
897763,male,2015/16,2016/01/24,Big Bash League,T20,Melbourne Cricket Ground,,Sydney Thunder,field,UT Khawaja,177,Sydney Thunder,3,
